"efo_id","disease_full_name","number_of_associations"
"MONDO_0000385","benign digestive system neoplasm",610
"MONDO_0044335","benign soft tissue neoplasm",318
"MONDO_0021468","benign neoplasm of adrenal medulla",28
"EFO_1001959","hilar cholangiocarcinoma",78
"MONDO_0003060","biliary tract cancer",1939
"MONDO_0000919","ampulla of vater cancer",385
"MONDO_0003438","combined small cell lung carcinoma",4
"MONDO_0021533","intestinal neuroendocrine tumor G1",149
"MONDO_0003646","rectum neuroendocrine neoplasm",26
"EFO_0004243","carcinoid tumor",647
"EFO_1001957","hereditary thyroid gland medullary carcinoma",5
"EFO_1001941","bronchioloalveolar carcinoma",101
"EFO_0003050","large cell lung carcinoma",653
"MONDO_0002426","lung sarcoma",7
"EFO_0000478","esophageal adenocarcinoma",2500
"EFO_0005785","blastoma",99
"MONDO_0021038","Ewing sarcoma/peripheral primitive neuroectodermal tumor",929
"EFO_1000485","Pleural Mesothelioma",583
"MONDO_0004357","carcinoma of supraglottis",30
"MONDO_0003751","childhood germ cell tumor",13
"MONDO_0020663","malignant spindle cell neoplasm",137
"MONDO_0015686","primary peritoneal carcinoma (disease)",365
"EFO_0007360","maxillary neoplasm",13
"MONDO_0004301","fibrosarcomatous osteosarcoma",4
"EFO_1000411","Osteochondroma",83
"EFO_1000090","Appendix Goblet Cell Carcinoid",40
"EFO_0000313","carcinoma",14267
"EFO_0000503","gastric adenocarcinoma",2446
"EFO_1000555","Submandibular Gland Adenoid Cystic Carcinoma",14
"MONDO_0045069","minor salivary gland carcinoma",18
"EFO_0007330","intestinal cancer",7099
"EFO_0005842","colorectal cancer",9161
"EFO_1000219","Digestive System Mixed Adenoneuroendocrine Carcinoma",42
"MONDO_0021118","intestinal neoplasm",7479
"EFO_0003868","mouth neoplasm",2827
"MONDO_0005411","gallbladder cancer",688
"EFO_0003897","stomach neoplasm",5299
"MONDO_0002516","digestive system cancer",10402
"MONDO_0021351","neoplasm of neck",927
"MONDO_0024320","inner ear neoplasm",11
"EFO_1001184","small cell sarcoma",179
"EFO_1001277","Branchioma",1
"EFO_0000514","germ cell tumor",1820
"MONDO_0024882","secondary neoplasm",2904
"EFO_0005846","cryoglobulinemia",88
"EFO_0009584","AQP4-IgG-positive neuromyelitis optica",11
"EFO_0006812","autoimmune thyroid disease",1201
"EFO_0006813","atrophic thyroiditis",5
"EFO_0003779","Hashimoto's thyroiditis",468
"MONDO_0000603","autoimmune disease of cardiovascular system",1522
"MONDO_0015574","chronic cutaneous lupus erythematosus",58
"MONDO_0019787","autoimmune enteropathy",153
"EFO_0001060","celiac disease",985
"EFO_0007292","Guillain-Barre syndrome",288
"EFO_0009651","rag2 deficiency",1
"EFO_1001451","X-Linked Combined Immunodeficiency Diseases",196
"Orphanet_317425","Severe combined immunodeficiency due to DNA-PKcs deficiency",15
"Orphanet_331220","Immunodeficiency due to absence of thymus",425
"Orphanet_83471","Thymic aplasia",28
"Orphanet_331240","Immunodeficiency with severe reduction in serum IgG and IgA with normal/elevated IgM and normal number of B-cells",351
"Orphanet_84064","Syndromic diarrhea",364
"Orphanet_169355","Immunodeficiency syndrome with autoimmunity",1144
"Orphanet_183710","Genetic susceptibility to infections due to particular pathogens",2012
"Orphanet_319605","X-linked mendelian susceptibility to mycobacterial diseases",382
"MONDO_0013343","C1Q deficiency",91
"Orphanet_169147","Immunodeficiency due to an early component of complement deficiency",408
"Orphanet_94061","Macrocephaly - immune deficiency - anemia",0
"EFO_0003767","inflammatory bowel disease",4407
"EFO_0000729","ulcerative colitis",5370
"MONDO_0003778","primary immunodeficiency disease",6108
"EFO_0004228","drug-induced liver injury",180
"Orphanet_217371","Acute infantile liver failure due to synthesis defect of mtDNA-encoded proteins",196
"EFO_1000627","thyroid disease",5219
"Orphanet_95712","Thyroid ectopia",8
"Orphanet_90673","Hypothyroidism due to TSH receptor mutations",11
"Orphanet_705","Pendred syndrome",58
"Orphanet_2349","Muscular pseudohypertrophy - hypothyroidism",3
"Orphanet_209905","Brain-lung-thyroid syndrome",334
"Orphanet_300496","Multiple congenital anomalies-hypotonia-seizures syndrome type 2",35
"Orphanet_181425","Major hypertriglyceridemia",423
"Orphanet_411","Hyperlipoproteinemia type 1",403
"Orphanet_352530","Intellectual disability - obesity - brain malformations - facial dysmorphism",1
"Orphanet_183628","Rare genetic hypothalamic or pituitary disease",3743
"Orphanet_181393","Growth hormone insensitivity syndrome",873
"Orphanet_633","Laron syndrome",24
"Orphanet_140941","Short stature due to primary acid-labile subunit deficiency",39
"EFO_0009607","pituitary gland disease",2031
"EFO_0003899","contracture",724
"MONDO_0025445","Wieacker-Wolff syndrome (spectrum)",10
"Orphanet_682","Hyperkalemic periodic paralysis",30
"Orphanet_324381","Hereditary inclusion body myopathy type 4",0
"MONDO_0020704","inherited rippling muscle disease",47
"Orphanet_98911","Distal myotilinopathy",226
"Orphanet_289377","Early-onset myopathy with fatal cardiomyopathy",125
"Orphanet_171442","Adult-onset nemaline myopathy",1
"Orphanet_171433","Intermediate nemaline myopathy",1
"MONDO_0011271","rigid spine muscular dystrophy 1",80
"EFO_1001333","Glycogen Storage Disease Type 2b",22
"Orphanet_34587","Glycogen storage disease due to LAMP-2 deficiency",36
"Orphanet_284426","Glycogen storage disease due to lactate dehydrogenase M-subunit deficiency",2
"MONDO_0016122","periodic paralysis (disease)",227
"Orphanet_254886","Autosomal recessive progressive external ophthalmoplegia",60
"Orphanet_352470","Mitochondrial DNA deletion syndrome with progressive myopathy",0
"Orphanet_26791","Multiple acyl-CoA dehydrogenase deficiency",227
"Orphanet_269","Facioscapulohumeral dystrophy",309
"EFO_0009145","limb-girdle muscular dystrophy-dystroglycanopathy, type c1",1
"Orphanet_157973","Congenital muscular dystrophy due to LMNA mutation",31
"Orphanet_352687","Congenital muscular alpha-dystroglycanopathy with brain and eye anomalies",237
"Orphanet_329178","Congenital muscular dystrophy with intellectual disability and severe epilepsy",30
"Orphanet_88635","Myopathy due to calsequestrin and SERCA1 protein overload",128
"Orphanet_206707","Bulbospinal muscular atrophy of adult",186
"Orphanet_276435","Lower motor neuron syndrome with late-adult onset",346
"Orphanet_101082","Charcot-Marie-Tooth disease type 1B",123
"Orphanet_324585","Autosomal dominant intermediate Charcot-Marie-Tooth disease with neuropathic pain",0
"Orphanet_99942","Autosomal dominant Charcot-Marie-Tooth disease type 2I",96
"Orphanet_64751","Hereditary motor and sensory neuropathy type 5",55
"Orphanet_401964","Autosomal dominant Charcot-Marie-Tooth disease type 2 with giant axons",159
"Orphanet_397735","Autosomal dominant Charcot-Marie-Tooth disease type 2 due to MARS mutation",10
"Orphanet_247604","Juvenile primary lateral sclerosis",268
"Orphanet_209196","Qualitative or quantitative defects of plectin",112
"Orphanet_207063","Qualitative or quantitative defects of beta-sarcoglycan",89
"Orphanet_207078","Qualitative or quantitative defects of caveolin-3",85
"EFO_1001054","myofascial pain syndrome",30
"Orphanet_370943","Autism spectrum disorder-epilepsy-arthrogryposis syndrome",9
"Orphanet_376","Gordon syndrome",2
"Orphanet_115","Congenital contractural arachnodactyly",717
"Orphanet_1146","Digitotalar dysmorphism",30
"Orphanet_217607","Familial dilated cardiomyopathy",3039
"Orphanet_217619","Syndrome associated with dilated cardiomyopathy",486
"Orphanet_75249","Familial isolated restrictive cardiomyopathy",145
"Orphanet_1344","Atrial stand still",27
"EFO_0005304","atrial conduction disease",25
"MONDO_0056799","synovium disease",526
"Orphanet_93388","Brachydactyly type A1",76
"Orphanet_93395","Ballard syndrome",15
"Orphanet_1858","Skeletal dysplasia - epilepsy - short stature",17
"Orphanet_295130","Brachydactyly of fingers, bilateral",0
"Orphanet_295128","Brachydactyly of fingers, unilateral",0
"Orphanet_1570","Symbrachydactyly of hands and feet",0
"Orphanet_294977","Congenital absence of thigh and lower leg with foot present",0
"Orphanet_295085","Congenital absence of upper arm and forearm with hand present, unilateral",0
"Orphanet_294979","Congenital absence of both forearm and hand",0
"Orphanet_295093","Congenital absence of both forearm and hand, unilateral",0
"Orphanet_295221","Madelung deformity, unilateral",0
"Orphanet_295211","Humero-radial synostosis, bilateral",0
"Orphanet_3332","Hypoplastic tibiae - postaxial polydactyly",7
"Orphanet_1940","Shoulder and thorax deformity - congenital heart disease",0
"Orphanet_2564","Tetramelic monodactyly",10
"Orphanet_3301","Tetraamelia - multiple malformations",8
"Orphanet_93334","Postaxial polydactyly type A",139
"Orphanet_93339","Polydactyly of a biphalangeal thumb",38
"MONDO_0021651","synpolydactyly",134
"Orphanet_157801","Mesoaxial synostotic syndactyly with phalangeal reduction",2
"Orphanet_93406","Syndactyly type 5",15
"Orphanet_83","Antley-Bixler syndrome",48
"Orphanet_169163","Familial scaphocephaly syndrome",162
"Orphanet_2163","Holoprosencephaly - craniosynostosis",18
"Orphanet_93453","Dysostosis with predominant craniofacial involvement",527
"Orphanet_1517","Hypertrichotic osteochondrodysplasia, Cantu type",160
"Orphanet_1519","Hypertelorism, Teebi type",54
"Orphanet_319675","Microcephalic primordial dwarfism, Dauber type",23
"Orphanet_932","Achondrogenesis",374
"Orphanet_93447","Primary bone dysplasia with defective bone mineralization",2551
"Orphanet_1310","Caffey disease",24
"Orphanet_254","Spondylometaphyseal dysplasia",896
"Orphanet_174","Metaphyseal chondrodysplasia, Schmid type",21
"Orphanet_443098","hyperostosis cranialis interna",23
"Orphanet_1798","Dysostosis, Stanescu type",71
"Orphanet_1513","Craniodiaphyseal dysplasia",211
"Orphanet_216820","Osteogenesis imperfecta type 4",120
"Orphanet_3317","Thoracolaryngopelvic dysplasia",28
"Orphanet_93429","Multiple epiphyseal dysplasia and pseudoachondroplasia",368
"Orphanet_166011","Multiple epiphyseal dysplasia, Beighton type",49
"EFO_0006343","chronic periodontitis",528
"EFO_1001391","Periapical Periodontitis",157
"EFO_0009665","disorder of patella",0
"Orphanet_85195","Familial expansile osteolysis",77
"Orphanet_1453","Cleidorhizomelic syndrome",7
"Orphanet_93","Aspartylglucosaminuria",3
"EFO_0008577","Juvenile Osteochondrosis",0
"Orphanet_141261","Tessier number 5 facial cleft",0
"Orphanet_141269","Lateral facial cleft",5
"Orphanet_1844","Bone dysplasia, Azouz type",0
"Orphanet_138047","Pierre Robin syndrome associated with a chromosomal anomaly",367
"Orphanet_2804","W syndrome",73
"Orphanet_2003","Cleft lip/palate - deafness - sacral lipoma",0
"EFO_0005571","osteochondrodysplasia",2649
"Orphanet_1873","Jalili syndrome",31
"Orphanet_797","Sarcoidosis",1044
"EFO_1001986","connective tissue disease",13066
"EFO_0007258","ephemeral fever",11
"MONDO_0025013","non-human primate disease",1
"EFO_1001765","Bovine mastitis",63
"MONDO_0021205","disease of ear",1486
"MONDO_0002812","infectious otitis interna",0
"EFO_0009667","eustachian tube disease",190
"EFO_0005593","tetanus",387
"EFO_0007228","cryptococcal meningitis",63
"EFO_1001040","meningococcal meningitis",20
"MONDO_0015342","acute transverse myelitis",12
"MONDO_0003337","acute hemorrhagic encephalitis",48
"EFO_0007546","Western equine encephalitis",10
"Orphanet_356","Gerstmann-Straussler-Scheinker syndrome",7
"EFO_1001795","fusariosis",9
"EFO_0007174","blastomycosis",12
"EFO_0007306","herpangina",4
"EFO_0007162","babesiosis",60
"EFO_0007212","coccidiosis",252
"EFO_0007517","toxoplasmosis",210
"MONDO_0100120","vector-borne disease",2119
"EFO_0005224","Q fever",68
"EFO_0003106","pneumonia",2280
"EFO_1001399","Pneumonia, Aspiration",42
"EFO_0007540","animal viral hepatitis",415
"EFO_0007438","Picornaviridae infectious disease",363
"EFO_0007301","Hepadnaviridae infectious disease",1477
"EFO_0007514","Torovirus infectious disease",0
"EFO_0000782","Hibiscus chlorotic ringspot virus infection",0
"MONDO_0024389","anaerobic bacteria infectious disease",479
"EFO_1000832","Bacteroides infectious disease",0
"EFO_1001442","cardiac tuberculosis",0
"EFO_1001091","Pasteurella hemorrhagic septicemia",0
"EFO_1001854","subphrenic abscess",1
"EFO_1000814","anthracosis",51
"EFO_0006789","typhoid fever",116
"EFO_0000780","Enterococcus faecalis infection",6
"EFO_0004134","tumor size",0
"EFO_0010603","cancer antigen 125 measurement",0
"EFO_0009779","tri-iodothyronine/thyroxine ratio measurement",3
"EFO_0004466","fasting blood insulin measurement",85
"EFO_0008001","insulin secretion measurement",13
"EFO_0010219","aldosterone measurement",0
"EFO_0010604","urine volume measurement",0
"EFO_0010591","matrix metalloproteinase 7 measurement",0
"EFO_0004760","t-tau measurement",19
"EFO_0007658","carrier status",38
"EFO_0010234","viral subtype carrier status",0
"EFO_0009777","citrulline measurement",0
"EFO_0010464","beta-aminoisobutyric acid measurement",0
"EFO_0007844","forehead morphology measurement",0
"EFO_0005298","allergic sensitization measurement",36
"EFO_0008450","fractional excretion of magnesium measurement",0
"EFO_0008355","dietary heme iron intake measurement",0
"EFO_0010392","sphingomyelin 16:1 measurement",0
"EFO_0010733","polyunsaturated fatty acid measurement",0
"EFO_0006810","oleic acid measurement",17
"EFO_0010416","triacylglycerol 52:4 measurement",0
"EFO_0010436","triacylglycerol 56:9 measurement",0
"EFO_0010419","triacylglycerol 54:1 measurement",0
"EFO_0010434","triacylglycerol 56:7 measurement",0
"EFO_0010389","phosphatidylcholine 40:6 measurement",0
"EFO_0010348","cholesteryl ester 20:4 measurement",0
"EFO_0006334","total iron binding capacity",23
"EFO_0007902","hepcidin:transferrin saturation ratio",2
"EFO_0006783","psychosocial stress measurement",2
"EFO_0007626","emphysema imaging measurement",30
"EFO_0005080","CC16 measurement",7
"EFO_0010049","asthma symptoms measurement",0
"EFO_0003923","bone density",2922
"EFO_0010074","trochanter size",8
"EFO_0008307","tuberculin skin test reactivity measurement",0
"EFO_0005119","antioxidant measurement",0
"EFO_0010744","testis size",0
"EFO_0005935","overweight body mass index status",22
"EFO_0004342","waist circumference",1210
"EFO_0007788","BMI-adjusted waist-hip ratio",924
"EFO_0004577","infant head circumference",12
"EFO_0004309","platelet count",1949
"EFO_0005091","monocyte count",1412
"EFO_0004587","lymphocyte count",1505
"EFO_0000721","time",0
"EFO_0000714","survival time",35
"EFO_0004920","progression free survival",1
"EFO_0005603","age at breast cancer diagnosis",0
"EFO_0007058","last follow up",0
"EFO_0004425","initial time point",0
"EFO_0006331","selenium measurement",5
"EFO_0010548","xanthine measurement",0
"EFO_0008428","IgG sialylation measurement",13
"EFO_0008425","IgG galactosylation measurement",21
"EFO_0005767","rheumatoid factor measurement",1
"EFO_0009284","chloride measurement",34
"EFO_0004820","sex ratio",2
"EFO_0008373","left ventricular ejection fraction measurement",0
"EFO_0009287","interventricular septum thickness",0
"EFO_0010555","left ventricular stroke volume measurement",0
"EFO_0009934","Immunosuppressant use measurement",3
"EFO_0008352","C9orf72 mutation status",0
"EFO_0008529","kynurenine measurement",0
"EFO_0006527","smoking status measurement",1688
"EFO_0004731","eye measurement",2137
"EFO_0007814","refractive error measurement",1220
"EFO_0006999","cancer aggressiveness measurement",5
"EFO_0007827","nighttime rest measurement",0
"EFO_0007906","synophrys measurement",114
"EFO_0009307","glycated albumin measurement",9
"OBI_0001620","latitude",0
"EFO_0009271","Epstein Barr virus nuclear antigen-1 seropositivity",0
"EFO_0007036","herpes virus seropositivity",0
"EFO_0007837","anti-citrullinated protein antibody seropositivity",1
"EFO_0009726","financial situation satisfaction measurement",0
"EFO_0003926","neuropsychological test",0
"EFO_0004785","South Texas Assessment of Neurocognition",2
"EFO_0004781","DSM-IV-based  non-social scale",0
"EFO_0010083","dentate gyrus volume measurement",17
"EFO_0009396","hippocampal CA4 volume",12
"EFO_0006882","suicide behaviour measurement",9
"EFO_0007877","risky sexual behaviour measurement",218
"EFO_0010140","opioid overdose severity measurement",4
"EFO_0007807","erythrocyte cadmium measurement",3
"EFO_0004554","genomic measurement",198
"EFO_0007783","mosaic loss of chromosome Y measurement",130
"EFO_0000513","genotype",0
"EFO_0008370","infant white matter volume measurement",2
"EFO_0010304","frontal pole volume measurement",0
